,Unnamed: 0,investor_id,name,location,type,most_recent_deal,number_of_deals,portfolio_size,city,state,country,website,industry,lat,lon
237,11,9335,David Calone,New York,angel,2014-01-15,0,0,New York,NY,USA,angel.co/david-calone,food & beverages,40.7127281,-74.0060152
238,12,10183,Thomas Wisniewski,New York,angel,2012-10-31,0,0,New York,NY,USA,,food & beverages,40.7127281,-74.0060152
239,14,2682,Jonathan Heiliger,Bay Area,angel,2015-11-17,0,0,Palo Alto,CA,USA,angel.co/jh,food & beverages,37.4443293,-122.1598465
240,21,10359,Scrum Ventures,Bay Area,vc,2019-12-12,0,0,San Francisco,CA,USA,scrumventures.co,food & beverages,37.7790262,-122.4199061
241,24,12336,David Vivero,Bay Area,angel,2013-10-08,0,0,San Francisco,CA,USA,angel.co/davidvivero,food & beverages,37.7790262,-122.4199061
242,25,9102,MuckerLab,Los Angeles,accelerator,2015-11-30,0,0,Santa Monica,CA,USA,muckerlab.com,food & beverages,34.0194704,-118.4912273
243,32,7257,Justin Kitch,Bay Area,angel,2013-07-15,0,0,Palo Alto,CA,USA,angel.co/justin-kitch,food & beverages,37.4443293,-122.1598465
244,33,12350,Jere Doyle,Boston,angel,2020-05-19,0,0,Boston,MA,USA,angel.co/jere-doyle,food & beverages,42.3602534,-71.0582912
245,36,10070,LionBird,Tel Aviv,vc,2020-03-12,0,0,Tel Aviv,,ISR,lionbird.com,food & beverages,32.0853,34.7818
246,37,6552,Idan Cohen,New York,angel,2011-11-02,0,0,New York,NY,USA,,food & beverages,40.7127281,-74.0060152
247,38,539,Mousse Partners,New York,vc,2020-07-10,0,0,New York,NY,USA,,food & beverages,40.7127281,-74.0060152
248,41,6540,Steve Newcomb,Bay Area,angel,2009-12-15,0,0,San Francisco,CA,USA,,food & beverages,37.7790262,-122.4199061
249,5,2877,Satya Patel,Bay Area,angel,2013-05-01,0,0,Menlo Park,CA,USA,,food & beverages,37.4519671,-122.1779927
250,13,3628,KfW Bankengruppe,Frankfurt Am Main,vc,2017-10-04,0,0,Frankfurt Am Main,,DEU,kfw.de,food & beverages,50.1106444,8.6820917
251,16,16225,India Quotient,Mumbai,vc,2017-12-14,0,0,Mumbai,,IND,indiaquotient.in,food & beverages,19.1387916,72.9012654
252,18,13428,Project A Ventures,Berlin,vc,2020-08-23,0,0,Berlin,,DEU,project-a.com,food & beverages,45.7226249,5.0695873
253,27,8356,Wayne Chang,Boston,angel,2016-11-29,0,0,Boston,MA,USA,angel.co/wayne,food & beverages,42.3602534,-71.0582912
254,36,2865,John Sampson,Bay Area,angel,2020-02-06,0,0,San Francisco,CA,USA,,food & beverages,37.7790262,-122.4199061
255,37,20834,eonCapital,Centennial,vc,2020-07-29,0,0,Centennial,CO,USA,eoncapital.com,food & beverages,39.5680644,-104.9778308
256,39,609,VantagePoint Capital Partners,Bay Area,vc,2019-01-03,178,118,San Bruno,CA,USA,vpcp.com,food & beverages,37.6261715,-122.4332435
257,41,12487,HAXLR8R,Shenzhen,accelerator,2015-05-11,0,0,Shenzhen,,CHN,haxlr8r.com,food & beverages,35.82194,127.14889
258,42,3313,MMC Ventures,London,vc,2020-06-22,0,0,London,,GBR,mmcventures.com,food & beverages,42.19592,-73.36206
259,46,19034,Delta-v Capital,Milwaukee,vc,2020-04-08,0,0,Denver,CO,USA,deltavcapital.com,food & beverages,39.7392364,-104.9848623
260,47,3298,I2A Fund,Chicago,vc,2016-06-07,0,0,Chicago,IL,USA,i2afund.com,food & beverages,41.8755616,-87.6244212
261,19,2012,Prime Ventures,Amsterdam,vc,2020-03-03,0,0,Amsterdam,,NLD,primeventures.com,food & beverages,27.47629,-99.51639
262,20,8426,Usama Fayyad,New York,angel,2011-01-01,0,0,New York,NY,USA,,food & beverages,40.7127281,-74.0060152
263,21,9099,Christian Lawless,New York,angel,2014-06-24,0,0,New York,NY,USA,,food & beverages,40.7127281,-74.0060152
264,26,17127,Joel Auge,Toronto,angel,2012-02-28,0,0,Toronto,CAN-ON,CAN,,food & beverages,43.6913544,-79.5006666
265,32,21337,Iron Gate Capital,Boulder,vc,2019-11-13,0,0,Boulder,CO,USA,irongatecapital.com,food & beverages,40.0149856,-105.2705456
266,38,10758,Kent Schoen,Bay Area,angel,2011-12-01,0,0,San Francisco,CA,USA,,food & beverages,37.7790262,-122.4199061
267,39,224,Eden Ventures,London,vc,2016-01-28,0,0,London,,GBR,edenventures.co.uk,food & beverages,42.19592,-73.36206
268,42,11256,Anand Ladsariya,Mumbai,angel,2016-09-12,0,0,Mumbai,,IND,angel.co/anand-ladsariya,food & beverages,19.1387916,72.9012654
269,4,20841,SanDisk Ventures,Tokyo,strategic,2016-03-23,0,0,Tokyo,,JPN,sandisk.com,food & beverages,35.6930518,139.7296485
270,7,13029,Rally Ventures (formerly Icon Venture Partners),Bay Area,vc,2020-03-11,0,0,Menlo Park,CA,USA,rallyventures.com,food & beverages,37.4519671,-122.1779927
271,11,19250,Dario Giudici,Milan,angel,2013-09-30,0,0,Milan,,ITA,,food & beverages,-27.275006,-52.3381725
272,15,17432,Burch Creative Capital,New York,vc,2017-10-18,0,0,New York,NY,USA,burchcreativecapital.com,food & beverages,40.7127281,-74.0060152
273,23,2670,Kreos Capital,London,vc,2019-11-11,0,117,London,,GBR,kreoscapital.com,food & beverages,42.19592,-73.36206
274,25,2512,Scott Belsky,New York,angel,2020-09-22,0,0,New York,NY,USA,angel.co/joe-lonsdale,food & beverages,40.7127281,-74.0060152
275,26,6975,Columbia Partners Private Capital,Chevy Chase,vc,2020-02-20,0,0,Chevy Chase,MD,USA,columbiaptrs.com,food & beverages,38.9822473,-77.0881873
276,30,6639,Jay Gould,New York,angel,2013-03-22,0,0,Toms River,NJ,USA,angel.co/jaygould,food & beverages,39.9537359,-74.1979576
277,34,16679,Howzat Partners,London,vc,2020-02-05,0,0,London,,GBR,howzatpartners.com,food & beverages,42.19592,-73.36206
278,37,3476,Delphi Ventures,Bay Area,vc,2019-01-09,0,0,Menlo Park,CA,USA,delphiventures.com,food & beverages,37.4519671,-122.1779927
279,38,11686,Innovation Nest,Kraków,vc,2019-10-24,0,0,Kraków,,POL,innovationnest.co,food & beverages,50.1770893,19.8152974
280,42,9455,OurCrowd,Jerusalem,other,2020-08-05,0,0,Jerusalem,,ISR,ourcrowd.com,food & beverages,31.7683,35.2137
281,18,91,Palomar Ventures,Los Angeles,vc,2013-07-08,0,0,Santa Monica,CA,USA,palomarventures.com,food & beverages,34.0194704,-118.4912273
282,20,3438,Mark Wachen,New York,angel,2014-12-22,0,0,New York,NY,USA,angel.co/markwachen,food & beverages,40.7127281,-74.0060152
283,22,5977,Carlos Cashman,Bay Area,angel,2010-03-17,0,0,Sonoma,CA,USA,,food & beverages,38.5110803,-122.8473388
284,26,2480,Derek Mercer,Washington D.C.,angel,2009-06-01,0,0,Baltimore,MD,USA,,food & beverages,39.2908816,-76.610759
285,28,4309,Sherry Coutu,Cambridge,angel,2018-06-21,0,0,Cambridge,,GBR,angel.co/scoutu,food & beverages,42.19592,-73.36206
286,29,5737,Sam Lessin,Bay Area,angel,2016-02-03,0,0,San Francisco,CA,USA,angel.co/lessin,food & beverages,37.7790262,-122.4199061
287,32,2714,Harbert Management Corporation,Birmingham,vc,2018-02-26,0,0,Birmingham,AL,USA,harbert.net,food & beverages,33.5206824,-86.8024326
288,34,14255,InVenture,,vc,2020-06-26,0,0,Helsinki,,FIN,inventure.fi,food & beverages,60.1905852,24.9137774
289,38,11941,Adam Ross,Milwaukee,angel,2015-07-15,0,0,Denver,CO,USA,angel.co/adam-ross-1,food & beverages,39.7392364,-104.9848623
290,39,13005,Brad Stroh,Bay Area,angel,2013-03-31,0,0,San Francisco,CA,USA,,food & beverages,37.7790262,-122.4199061
291,42,4121,Pete Grillo,Portland,angel,2011-12-22,0,0,Portland,OH,USA,,food & beverages,39.0034129,-81.7712428
292,44,2529,Mark Suster,Los Angeles,angel,2015-04-07,0,0,Los Angeles,CA,USA,angel.co/msuster,food & beverages,34.0536909,-118.242766
293,45,9265,Sreeram Veeragandham,Paradise Valley,angel,2013-07-02,0,0,Paradise Valley,AZ,USA,,food & beverages,33.5428006,-111.9556001
294,47,1608,Alec Oxenford,Buenos Aires,angel,2019-01-07,0,0,Buenos Aires,,ARG,angel.co/alecoxenford,food & beverages,-34.6184254,-58.3791479
295,48,6603,Thibaud Elziere,Brussels,angel,2017-07-11,0,0,Brussels,,BEL,angel.co/tiboel,food & beverages,50.8126471,4.3623697
296,1,9760,Christian Cotichini,Vancouver,angel,2013-02-19,0,0,Vancouver,CAN-BC,CAN,,food & beverages,49.1566925,-122.7740237
297,5,5150,John Pestana,Salt Lake City,angel,2011-05-19,0,0,Provo,UT,USA,angel.co/john-pestana,food & beverages,40.2338438,-111.6585337
298,10,9070,Stefano Bernardi,Bay Area,angel,2011-06-13,0,0,San Francisco,CA,USA,,food & beverages,37.7790262,-122.4199061
299,14,15277,CircleUp,Bay Area,other,2018-05-15,0,0,San Francisco,CA,USA,circleup.com,food & beverages,37.7790262,-122.4199061
300,16,2269,Nicholas Negroponte,Boston,angel,2018-03-06,0,0,Boston,MA,USA,angel.co/nicholas-negroponte,food & beverages,42.3602534,-71.0582912
301,18,9385,Niket Desai,Bay Area,angel,2012-06-14,0,0,San Francisco,CA,USA,,food & beverages,37.7790262,-122.4199061
302,28,3116,Israel Cleantech Ventures,Tel Aviv,vc,2017-12-13,0,0,Tel Aviv,,ISR,icv.vc,food & beverages,32.0853,34.7818
303,39,5441,Salil Deshpande,Bay Area,angel,2017-12-19,0,0,Palo Alto,CA,USA,angel.co/salil,food & beverages,37.4443293,-122.1598465
304,40,18290,ClearBridge Investments,New York,vc,2015-10-08,0,0,New York,NY,USA,clearbridge.com,food & beverages,40.7127281,-74.0060152
305,41,20346,Archer Gray,New York,angel,2016-07-13,0,0,New York,NY,USA,,food & beverages,40.7127281,-74.0060152
306,45,8438,Ty Danco,Burlington,angel,2018-01-08,0,0,Burlington,VT,USA,angel.co/tydanco,food & beverages,44.4762975,-73.2135472
307,0,161,MPM Capital,Boston,vc,2020-08-10,0,0,Boston,MA,USA,mpmcapital.com,food & beverages,42.3602534,-71.0582912
308,16,1069,Christoph Janz,Bay Area,angel,2017-04-05,0,0,San Francisco,CA,USA,angel.co/chrija,food & beverages,37.7790262,-122.4199061
309,17,9621,Pawel Chudzinski,Berlin,angel,2017-04-05,0,0,Berlin,,DEU,,food & beverages,45.7226249,5.0695873
310,23,7271,Ted Rheingold,Bay Area,angel,2014-12-16,0,0,San Francisco,CA,USA,angel.co/trheingold,food & beverages,37.7790262,-122.4199061
311,26,13531,USAA,San Antonio,other,2018-08-21,0,0,San Antonio,TX,USA,usaa.com,food & beverages,29.4246002,-98.4951405
312,28,5232,Joshua Kushner,New York,angel,2019-12-18,0,0,New York,NY,USA,angel.co/joshuakushner,food & beverages,40.7127281,-74.0060152
313,30,2466,Primera Capital,Dubai,vc,2016-09-19,0,0,Dubai,,UAE,,food & beverages,25.2047397,55.2707065
314,33,1071,Peter Bordes,New York,angel,2011-12-20,0,0,New York,NY,USA,angel.co/peter-bordes,food & beverages,40.7127281,-74.0060152
315,39,3286,Guy Westlake,London,angel,2014-09-28,0,0,London,,GBR,angel.co/guywestlake,food & beverages,42.19592,-73.36206
316,40,19673,Alastair Mitchell,Bay Area,angel,2016-03-21,0,0,San Francisco,CA,USA,,food & beverages,37.7790262,-122.4199061
317,47,8685,Alistair Croll,Montreal,angel,2012-01-26,0,0,Montreal,CAN-QC,CAN,,food & beverages,-22.0167826,-47.9917279
318,1,887,Info Edge,New Delhi,strategic,2019-10-04,0,0,New Delhi,,IND,infoedge.in,food & beverages,28.5607042,77.2536026
319,8,24038,Albrekca LLC,Dover,vc,2014-10-16,0,0,Dover,DE,USA,,food & beverages,39.158168,-75.5243682
320,12,1665,Radical Investments,Dallas,vc,2018-06-05,0,0,Dallas,TX,USA,radicalinvestments.in,food & beverages,32.7762719,-96.7968559
321,13,11477,Alexandra Chou,New York,angel,2013-11-18,0,0,New York,NY,USA,,food & beverages,40.7127281,-74.0060152
322,14,933,Highway 12 Ventures,Boise,vc,2015-03-24,0,0,Boise,ID,USA,highway12ventures.com,food & beverages,43.6166163,-116.200886
323,17,11554,CHV Capital,St. Louis,vc,2015-10-02,0,0,Indianapolis,IN,USA,chvcapital.com,food & beverages,39.7683331,-86.1583502
324,23,8995,Bill Gross,Los Angeles,angel,2012-03-08,0,0,Los Angeles,CA,USA,,food & beverages,34.0536909,-118.242766
325,24,24090,BOM Capital,Tilburg,vc,2018-09-12,0,0,Tilburg,,NLD,bom.nl,food & beverages,27.47629,-99.51639
326,25,6766,ISAI,Paris,vc,2020-01-31,0,0,Paris,,FRA,isai.fr,food & beverages,40.091985,-82.911024
327,32,2125,Stata Venture Partners,Boston,vc,2016-11-15,0,0,Boston,MA,USA,,food & beverages,42.3602534,-71.0582912
328,37,7668,Evan Williams,Bay Area,angel,2016-10-20,0,0,San Francisco,CA,USA,angel.co/ev,food & beverages,37.7790262,-122.4199061
329,39,8623,George Kliavkoff,New York,angel,2012-10-15,0,0,New York,NY,USA,angel.co/kliavkoff,food & beverages,40.7127281,-74.0060152
330,43,1615,Shan Mehta,Bay Area,angel,2015-02-25,0,0,San Francisco,CA,USA,angel.co/shan-mehta,food & beverages,37.7790262,-122.4199061
331,44,8577,Adii Pienaar,Cape Town,angel,2013-08-01,0,0,Cape Town,,ZAF,,food & beverages,33.9249,18.4241
